company_clean,connection_count,recruiter_count,talent_count,hiring_manager_count,data_leader_count,data_peer_count,avg_priority_score,top_persona,top_area,strategic_potential,suggested_market,suggested_confidence,suggested_reason,manual_market,manual_category,manual_notes
Barrington James,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Blackstraw,1,0,0,0,0,0,19.0,Software Engineer,Software Engineering,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Blort AI,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Bold Smart Ventures,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bold Talent Co,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bravia RH I Gestão Estratégica de Pessoas,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CCF Consultoria e Contabilidade,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
CConecta RH,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CEVA SAUDE ANIMAL,1,0,0,0,0,0,19.0,Other,Management,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CSV Global Recruitment,1,0,0,0,0,0,19.0,Consultant,HR,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Capri Partners,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Career Denmark,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Carreira Z,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Claire Joster | People first,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Conecta 360º,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Consultora Tu Psicolaboral,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Creative Think Digital,1,0,0,0,0,0,19.0,Software Engineer,Software Engineering,9.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
DAC Beachcroft,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
DB Systel GmbH,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Digicorp Ltda,1,0,0,0,0,0,19.0,Other,Other,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Divino SA,1,0,0,0,0,0,19.0,Other,Other,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
EUROCONTROL,1,0,0,0,0,0,19.0,Other,Management,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Enhance Fitness,1,0,0,0,0,0,19.0,Software Engineer,Software Engineering,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Eqib | The Human Factor,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Europe Careers,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,EUROPE,HIGH,company name contains geographic keyword: 'europe',,,
FS Partners,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Freiberuflich,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Fundación Adecco,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GATI Consultoria Executiva em RH,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
GLG,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
George Bernard,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Get CHRO,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Giselle Marchi - Carreira & Desenvolvimento,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'desenvolvimento',,,
Gmaster,1,0,0,0,0,0,19.0,Software Engineer,Software Engineering,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Aposta Ganha,1,0,0,0,0,0,19.0,Product,Product,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Plata,1,0,0,0,0,0,19.0,Consultant,Analytics,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Health3A,1,0,0,0,0,0,19.0,Software Engineer,Software Engineering,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Hub Infinity,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
IAUPE- Instituto de Apoio à Fundação Universidade de Pernambuco,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ILERWORK,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
IMS People Possible,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
INSYS icom,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
IP Soluções em RH,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
IRCCA - Instituto de Regulación y Control del Cannabis,1,0,0,0,0,0,19.0,Other,Other,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Indigo Headhunters,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Inovive,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Itamar Silva Consultoria,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Kasparov Finance & BI,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Kodros | Financials voor gemeenten,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LB Consultoria de RH,1,0,0,0,0,0,19.0,Consultant,HR,9.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
LBODEVAPPS,1,0,0,0,0,0,19.0,Software Engineer,Software Engineering,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LCM Energy,1,0,0,0,0,0,19.0,Other,Management,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LKS NEXT,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Leasi Desenvolvimento Corporativo,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'desenvolvimento',,,
Level.works,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MOVEdot AI (YC F25),1,0,0,0,0,0,19.0,Software Engineer,Software Engineering,9.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Marlabs LLC,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Masentó Group,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Master Sales Group,1,0,0,0,0,0,19.0,Other,Other,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Menon Comunicação e Marketing Digital,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
Misión de Observación Electoral de la Unión Europea,1,0,0,0,0,0,19.0,Other,Other,9.6,EUROPE,HIGH,company name contains geographic keyword: 'europe',,,
NOVUS Automation,1,0,0,0,0,0,19.0,Other,Other,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nuevo Manantial SA,1,0,0,0,0,0,19.0,Other,Other,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
O'Flaherty HR Advisory Group,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'advisory',,,
Octafy LAD,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Optimum Solutions Pte Ltd,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
Owen Daniels,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PCD+ Soluções em Inclusão com Qualidade,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Peoplematters,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Peoples Republic,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pertemps Network Group,1,0,0,0,0,0,19.0,Consultant,Consulting,9.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PrecNacional Consultoria em Direitos Creditórios,1,0,0,0,0,0,19.0,Software Engineer,Software Engineering,9.6,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
